42,Juliana,user41@email.com,2024-10-11,Premium,Ativo
43,Lucas,user42@email.com,2024-08-19,Básico,Ativo
44,Ana,user43@email.com,2024-07-29,Premium,Cancelado
45,Mariana,user44@email.com,2024-12-21,Básico,Cancelado
46,Ana,user45@email.com,2024-07-25,Básico,Cancelado
47,Carlos,user46@email.com,2025-01-30,Premium,Ativo
48,Mariana,user47@email.com,2024-06-02,Premium,Cancelado
49,Juliana,user48@email.com,2024-07-15,Padrão,Cancelado
50,Juliana,user49@email.com,2024-09-16,Básico,Ativo
51,João,user50@email.com,2025-02-01,Premium,Cancelado
52,Mariana,user51@email.com,2025-03-08,Básico,Cancelado
53,Ana,user52@email.com,2025-03-13,Padrão,Cancelado
54,Ana,user53@email.com,2025-02-03,Básico,Ativo
55,Carlos,user54@email.com,2025-03-10,Básico,Ativo
56,Mariana,user55@email.com,2024-11-24,Padrão,Ativo
57,Ana,user56@email.com,2024-08-07,Básico,Ativo
58,Fernanda,user57@email.com,2024-05-21,Padrão,Ativo
59,Ana,user58@email.com,2024-04-18,Padrão,Cancelado
60,Pedro,user59@email.com,2025-03-13,Premium,Ativo
61,Lucas,user60@email.com,2025-03-28,Padrão,Cancelado
62,Juliana,user61@email.com,2024-12-16,Básico,Ativo
63,Ana,user62@email.com,2025-03-23,Padrão,Ativo
64,Pedro,user63@email.com,2025-01-08,Básico,Ativo
65,João,user64@email.com,2024-06-24,Padrão,Cancelado
66,Lucas,user65@email.com,2024-08-30,Premium,Ativo
67,Carlos,user66@email.com,2025-01-23,Premium,Ativo
68,Pedro,user67@email.com,2025-03-24,Premium,Ativo
69,João,user68@email.com,2025-03-18,Básico,Ativo
70,Mariana,user69@email.com,2024-06-13,Premium,Ativo
71,João,user70@email.com,2024-06-26,Premium,Ativo
72,Pedro,user71@email.com,2024-10-26,Básico,Ativo
73,Carlos,user72@email.com,2024-05-30,Premium,Cancelado
74,Pedro,user73@email.com,2024-11-25,Premium,Ativo
75,Carlos,user74@email.com,2024-06-02,Básico,Ativo
76,Juliana,user75@email.com,2024-06-01,Padrão,Cancelado
77,Lucas,user76@email.com,2024-08-03,Básico,Ativo
78,Juliana,user77@email.com,2024-08-01,Básico,Cancelado
79,Ana,user78@email.com,2025-02-07,Básico,Ativo
80,Ana,user79@email.com,2024-06-29,Básico,Ativo
81,Juliana,user80@email.com,2024-09-15,Premium,Ativo
82,João,user81@email.com,2025-01-09,Premium,Cancelado
83,Fernanda,user82@email.com,2025-02-21,Padrão,Cancelado
84,Fernanda,user83@email.com,2024-04-22,Padrão,Ativo
85,João,user84@email.com,2025-01-25,Básico,Ativo
86,Ana,user85@email.com,2025-01-26,Padrão,Ativo
87,Ana,user86@email.com,2024-09-06,Padrão,Ativo
88,Mariana,user87@email.com,2024-06-27,Padrão,Cancelado
89,Juliana,user88@email.com,2024-10-03,Premium,Cancelado
90,Pedro,user89@email.com,2024-07-13,Padrão,Ativo
91,Ana,user90@email.com,2024-08-21,Premium,Ativo
92,Mariana,user91@email.com,2025-01-13,Premium,Ativo
93,Carlos,user92@email.com,2024-12-06,Básico,Ativo
94,Pedro,user93@email.com,2024-05-16,Básico,Ativo
95,Mariana,user94@email.com,2024-11-08,Padrão,Ativo
96,Mariana,user95@email.com,2024-11-27,Básico,Ativo
97,João,user96@email.com,2024-07-08,Padrão,Ativo
98,Lucas,user97@email.com,2025-01-20,Premium,Ativo
99,Fernanda,user98@email.com,2024-08-02,Premium,Cancelado
100,Fernanda,user99@email.com,2024-10-27,Padrão,Ativo
101,João,user100@email.com,2025-02-27,Premium,Cancelado
102,Mariana,user101@email.com,2025-02-05,Básico,Ativo
103,João,user102@email.com,2024-11-12,Premium,Cancelado
104,João,user103@email.com,2025-02-22,Básico,Ativo
105,João,user104@email.com,2025-02-24,Padrão,Cancelado
106,Carlos,user105@email.com,2024-04-09,Básico,Cancelado
107,Mariana,user106@email.com,2024-06-04,Básico,Cancelado
108,Juliana,user107@email.com,2024-08-26,Premium,Cancelado
109,Lucas,user108@email.com,2024-08-21,Básico,Cancelado
110,Mariana,user109@email.com,2025-03-15,Premium,Ativo
111,Ana,user110@email.com,2024-10-22,Padrão,Cancelado
112,Juliana,user111@email.com,2025-01-12,Padrão,Cancelado
113,Ana,user112@email.com,2025-03-25,Básico,Cancelado
114,Fernanda,user113@email.com,2024-09-12,Básico,Ativo
115,Pedro,user114@email.com,2025-03-30,Básico,Ativo
116,Fernanda,user115@email.com,2024-10-19,Padrão,Cancelado
117,Mariana,user116@email.com,2024-11-09,Padrão,Ativo
118,Lucas,user117@email.com,2024-06-25,Padrão,Cancelado
119,João,user118@email.com,2025-01-07,Básico,Ativo
120,Carlos,user119@email.com,2024-06-04,Premium,Ativo
121,Pedro,user120@email.com,2024-10-05,Padrão,Ativo
122,Mariana,user121@email.com,2024-10-22,Premium,Cancelado
123,Juliana,user122@email.com,2024-10-15,Premium,Cancelado
124,Pedro,user123@email.com,2024-12-10,Padrão,Cancelado
125,Lucas,user124@email.com,2025-03-20,Básico,Ativo
126,João,user125@email.com,2025-03-10,Premium,Ativo
127,Carlos,user126@email.com,2025-01-14,Premium,Cancelado
128,Carlos,user127@email.com,2024-10-01,Premium,Ativo
129,Fernanda,user128@email.com,2024-09-12,Padrão,Ativo
130,Lucas,user129@email.com,2024-11-09,Padrão,Cancelado
131,Ana,user130@email.com,2024-09-21,Padrão,Cancelado
132,Juliana,user131@email.com,2024-09-14,Padrão,Ativo
133,Pedro,user132@email.com,2025-03-03,Premium,Ativo
134,Carlos,user133@email.com,2025-01-08,Premium,Ativo
135,Ana,user134@email.com,2024-10-30,Premium,Cancelado
136,Pedro,user135@email.com,2024-04-10,Premium,Ativo
137,João,user136@email.com,2024-06-13,Premium,Ativo
138,Fernanda,user137@email.com,2025-01-07,Padrão,Cancelado
139,Carlos,user138@email.com,2024-12-16,Padrão,Ativo
140,Juliana,user139@email.com,2024-05-06,Básico,Ativo
141,Lucas,user140@email.com,2024-06-04,Premium,Cancelado
142,Pedro,user141@email.com,2024-11-30,Básico,Ativo
143,Juliana,user142@email.com,2025-01-12,Básico,Ativo
144,Lucas,user143@email.com,2024-06-09,Básico,Ativo
145,Pedro,user144@email.com,2024-11-11,Padrão,Cancelado
146,Juliana,user145@email.com,2024-09-26,Padrão,Ativo
147,Fernanda,user146@email.com,2024-09-19,Padrão,Cancelado
148,Pedro,user147@email.com,2024-07-11,Padrão,Ativo
149,Fernanda,user148@email.com,2024-12-07,Premium,Cancelado
150,Fernanda,user149@email.com,2025-01-30,Básico,Cancelado
151,Mariana,user150@email.com,2024-08-14,Padrão,Ativo
152,Fernanda,user151@email.com,2025-01-28,Básico,Cancelado
153,Pedro,user152@email.com,2025-02-28,Básico,Ativo
154,Pedro,user153@email.com,2024-10-28,Padrão,Cancelado
155,Juliana,user154@email.com,2024-08-03,Premium,Cancelado
156,Lucas,user155@email.com,2024-04-18,Padrão,Cancelado
157,Juliana,user156@email.com,2024-07-28,Básico,Ativo
158,Carlos,user157@email.com,2024-05-11,Básico,Ativo
159,Fernanda,user158@email.com,2024-05-29,Básico,Ativo
160,Carlos,user159@email.com,2024-05-02,Premium,Cancelado
161,Ana,user160@email.com,2025-02-09,Premium,Cancelado
162,Mariana,user161@email.com,2024-09-25,Padrão,Ativo
163,Juliana,user162@email.com,2025-03-23,Básico,Ativo
164,Lucas,user163@email.com,2024-10-24,Padrão,Cancelado
165,Mariana,user164@email.com,2024-08-26,Básico,Cancelado
166,Carlos,user165@email.com,2024-06-11,Padrão,Cancelado
167,Mariana,user166@email.com,2025-02-17,Premium,Cancelado
168,Mariana,user167@email.com,2024-06-07,Padrão,Ativo
169,Mariana,user168@email.com,2024-06-22,Premium,Ativo
170,Pedro,user169@email.com,2024-07-02,Padrão,Cancelado
171,Pedro,user170@email.com,2025-02-23,Básico,Ativo
172,Ana,user171@email.com,2024-11-28,Padrão,Ativo
173,Fernanda,user172@email.com,2024-05-24,Básico,Ativo
174,João,user173@email.com,2025-03-06,Premium,Cancelado
175,Pedro,user174@email.com,2024-04-14,Premium,Cancelado
176,Juliana,user175@email.com,2024-08-01,Padrão,Cancelado
177,Lucas,user176@email.com,2025-01-30,Premium,Cancelado
178,Ana,user177@email.com,2024-11-20,Premium,Ativo
179,Carlos,user178@email.com,2025-02-12,Padrão,Cancelado
180,João,user179@email.com,2024-10-16,Premium,Cancelado
181,Ana,user180@email.com,2025-03-17,Padrão,Cancelado
182,Ana,user181@email.com,2024-09-29,Premium,Ativo
183,Juliana,user182@email.com,2025-01-16,Padrão,Ativo
184,Ana,user183@email.com,2024-10-27,Básico,Ativo
185,João,user184@email.com,2025-04-01,Básico,Ativo
186,Carlos,user185@email.com,2024-04-06,Premium,Cancelado
187,Pedro,user186@email.com,2024-07-31,Padrão,Cancelado
188,Mariana,user187@email.com,2024-11-07,Premium,Cancelado
189,Mariana,user188@email.com,2024-06-11,Premium,Cancelado
190,Ana,user189@email.com,2024-11-29,Premium,Ativo
191,Pedro,user190@email.com,2024-10-08,Padrão,Ativo
192,Mariana,user191@email.com,2025-03-14,Básico,Cancelado
193,Lucas,user192@email.com,2024-04-30,Premium,Ativo
194,Carlos,user193@email.com,2025-02-06,Básico,Cancelado
195,Ana,user194@email.com,2024-11-24,Premium,Cancelado
196,Pedro,user195@email.com,2024-09-19,Premium,Ativo
197,Lucas,user196@email.com,2024-05-13,Básico,Cancelado
198,Ana,user197@email.com,2024-12-25,Padrão,Ativo
199,João,user198@email.com,2025-01-07,Básico,Cancelado
200,Lucas,user199@email.com,2025-01-26,Padrão,Ativo
201,Juliana,user200@email.com,2025-03-28,Padrão,Ativo
202,João,user201@email.com,2024-10-27,Premium,Cancelado
203,Ana,user202@email.com,2024-08-11,Básico,Ativo
204,Lucas,user203@email.com,2024-09-04,Premium,Cancelado
205,Fernanda,user204@email.com,2024-11-10,Básico,Ativo
206,Juliana,user205@email.com,2024-06-15,Básico,Cancelado
207,João,user206@email.com,2024-08-07,Premium,Ativo
208,Pedro,user207@email.com,2025-01-27,Padrão,Ativo
209,Pedro,user208@email.com,2024-04-26,Padrão,Ativo
210,João,user209@email.com,2024-12-27,Básico,Cancelado
211,Juliana,user210@email.com,2024-10-18,Básico,Cancelado
212,Fernanda,user211@email.com,2024-09-17,Básico,Ativo
213,Lucas,user212@email.com,2024-10-28,Padrão,Ativo
214,Carlos,user213@email.com,2025-03-30,Padrão,Cancelado
215,Mariana,user214@email.com,2024-12-13,Básico,Cancelado
216,Pedro,user215@email.com,2025-02-19,Padrão,Cancelado
217,Pedro,user216@email.com,2025-03-29,Premium,Cancelado
218,Carlos,user217@email.com,2024-12-03,Premium,Cancelado
219,João,user218@email.com,2024-08-12,Básico,Ativo
220,João,user219@email.com,2024-07-30,Premium,Ativo
221,Pedro,user220@email.com,2024-05-12,Premium,Ativo
222,Ana,user221@email.com,2024-06-26,Padrão,Cancelado
223,Pedro,user222@email.com,2024-07-16,Básico,Cancelado
224,Juliana,user223@email.com,2025-01-18,Padrão,Ativo
225,João,user224@email.com,2024-11-04,Básico,Cancelado
226,Juliana,user225@email.com,2024-04-07,Premium,Ativo
227,Juliana,user226@email.com,2025-03-24,Básico,Ativo
228,Juliana,user227@email.com,2024-10-24,Premium,Cancelado
229,Ana,user228@email.com,2025-02-01,Básico,Ativo
230,Fernanda,user229@email.com,2025-02-19,Padrão,Cancelado
231,João,user230@email.com,2024-09-01,Premium,Cancelado
232,Fernanda,user231@email.com,2025-01-29,Padrão,Ativo
233,João,user232@email.com,2024-05-15,Premium,Cancelado
234,Juliana,user233@email.com,2024-07-01,Premium,Cancelado
235,Mariana,user234@email.com,2024-09-26,Padrão,Cancelado
236,Fernanda,user235@email.com,2025-02-02,Básico,Ativo
237,Lucas,user236@email.com,2024-09-24,Padrão,Cancelado
238,João,user237@email.com,2024-04-15,Premium,Ativo
239,Carlos,user238@email.com,2025-01-26,Básico,Ativo
240,Lucas,user239@email.com,2024-09-19,Padrão,Cancelado
241,Carlos,user240@email.com,2024-11-01,Padrão,Cancelado
242,Juliana,user241@email.com,2025-03-06,Premium,Ativo
243,Fernanda,user242@email.com,2024-07-15,Premium,Cancelado
244,Fernanda,user243@email.com,2024-08-09,Básico,Ativo
245,Lucas,user244@email.com,2025-01-02,Padrão,Cancelado
246,Juliana,user245@email.com,2024-08-19,Padrão,Cancelado
247,Ana,user246@email.com,2024-06-12,Premium,Cancelado
248,Mariana,user247@email.com,2024-12-05,Premium,Ativo
249,Juliana,user248@email.com,2024-07-09,Padrão,Ativo
250,Pedro,user249@email.com,2024-09-29,Padrão,Cancelado
251,Carlos,user250@email.com,2024-09-15,Padrão,Cancelado
252,Juliana,user251@email.com,2025-03-01,Básico,Cancelado
253,Juliana,user252@email.com,2025-03-04,Básico,Cancelado
254,Carlos,user253@email.com,2024-06-19,Padrão,Ativo
255,Lucas,user254@email.com,2024-10-24,Básico,Ativo
256,Juliana,user255@email.com,2024-04-15,Padrão,Cancelado
257,Fernanda,user256@email.com,2024-07-11,Premium,Ativo
258,Juliana,user257@email.com,2024-07-25,Básico,Cancelado
259,Juliana,user258@email.com,2024-11-06,Premium,Ativo
260,Ana,user259@email.com,2024-09-28,Padrão,Ativo
261,Mariana,user260@email.com,2025-03-30,Premium,Ativo
262,Ana,user261@email.com,2024-07-16,Padrão,Ativo
263,Fernanda,user262@email.com,2025-01-11,Padrão,Cancelado
264,Pedro,user263@email.com,2024-04-06,Padrão,Cancelado
265,Ana,user264@email.com,2024-08-01,Premium,Ativo
266,Lucas,user265@email.com,2025-03-04,Padrão,Ativo
267,Fernanda,user266@email.com,2025-03-02,Premium,Cancelado
268,Lucas,user267@email.com,2025-03-29,Premium,Ativo
269,Fernanda,user268@email.com,2025-01-02,Premium,Cancelado
270,Lucas,user269@email.com,2024-05-25,Padrão,Ativo
271,Juliana,user270@email.com,2025-03-26,Premium,Cancelado
272,Pedro,user271@email.com,2024-04-25,Premium,Cancelado
273,Ana,user272@email.com,2025-01-26,Básico,Cancelado
274,Fernanda,user273@email.com,2024-06-29,Premium,Ativo
275,Fernanda,user274@email.com,2025-01-21,Padrão,Cancelado
276,Carlos,user275@email.com,2024-06-07,Premium,Cancelado
277,Juliana,user276@email.com,2025-02-22,Padrão,Ativo
278,Mariana,user277@email.com,2024-06-09,Básico,Ativo
279,Ana,user278@email.com,2025-01-07,Premium,Cancelado
280,Mariana,user279@email.com,2024-10-05,Básico,Cancelado
281,Lucas,user280@email.com,2024-04-19,Básico,Cancelado
282,Ana,user281@email.com,2024-09-29,Básico,Ativo
283,Carlos,user282@email.com,2024-05-19,Premium,Ativo
284,Carlos,user283@email.com,2024-09-17,Premium,Cancelado
285,Fernanda,user284@email.com,2024-11-29,Premium,Cancelado
286,Ana,user285@email.com,2024-05-05,Padrão,Ativo
287,Lucas,user286@email.com,2024-04-05,Premium,Cancelado
288,Fernanda,user287@email.com,2024-12-26,Padrão,Ativo
289,Mariana,user288@email.com,2024-08-06,Básico,Ativo
290,Lucas,user289@email.com,2024-06-15,Premium,Cancelado
291,Lucas,user290@email.com,2024-10-02,Premium,Cancelado
292,João,user291@email.com,2024-06-16,Básico,Cancelado
293,Ana,user292@email.com,2024-05-26,Premium,Ativo
294,Lucas,user293@email.com,2024-08-28,Premium,Ativo
295,Pedro,user294@email.com,2024-04-18,Básico,Cancelado
296,Fernanda,user295@email.com,2024-06-02,Premium,Cancelado
297,Mariana,user296@email.com,2024-12-16,Padrão,Ativo
298,Ana,user297@email.com,2025-03-15,Premium,Ativo
299,Ana,user298@email.com,2025-03-01,Premium,Ativo
300,Ana,user299@email.com,2024-11-01,Padrão,Ativo
301,Juliana,user300@email.com,2024-08-04,Básico,Cancelado
302,Juliana,user301@email.com,2025-03-25,Básico,Ativo
303,João,user302@email.com,2024-04-09,Premium,Cancelado
304,Fernanda,user303@email.com,2025-03-18,Padrão,Cancelado
305,João,user304@email.com,2025-03-02,Padrão,Ativo
306,Fernanda,user305@email.com,2024-12-24,Premium,Cancelado
307,Carlos,user306@email.com,2024-08-10,Premium,Ativo
308,Fernanda,user307@email.com,2024-09-13,Básico,Ativo
309,João,user308@email.com,2024-07-13,Padrão,Cancelado
310,Mariana,user309@email.com,2024-09-07,Premium,Ativo
311,Juliana,user310@email.com,2024-09-15,Básico,Cancelado
312,Fernanda,user311@email.com,2024-05-11,Básico,Ativo
313,Mariana,user312@email.com,2024-11-15,Padrão,Cancelado
314,Carlos,user313@email.com,2024-11-05,Básico,Cancelado
315,João,user314@email.com,2024-10-15,Premium,Ativo
316,Mariana,user315@email.com,2025-03-08,Básico,Ativo
317,Ana,user316@email.com,2024-08-14,Padrão,Ativo
318,Pedro,user317@email.com,2025-02-28,Básico,Ativo
319,Mariana,user318@email.com,2024-12-11,Básico,Cancelado
320,Ana,user319@email.com,2024-10-11,Premium,Cancelado
321,Carlos,user320@email.com,2024-06-17,Padrão,Cancelado
322,Lucas,user321@email.com,2025-01-15,Premium,Ativo
323,Juliana,user322@email.com,2024-07-25,Básico,Ativo
324,Fernanda,user323@email.com,2025-02-18,Básico,Ativo
325,Mariana,user324@email.com,2025-03-01,Básico,Cancelado
326,Fernanda,user325@email.com,2024-09-03,Premium,Cancelado
327,Carlos,user326@email.com,2025-02-14,Padrão,Ativo
328,Mariana,user327@email.com,2025-02-16,Padrão,Ativo
329,Lucas,user328@email.com,2024-09-25,Básico,Cancelado
330,Juliana,user329@email.com,2024-10-10,Padrão,Ativo
331,Mariana,user330@email.com,2024-05-09,Básico,Cancelado
332,Carlos,user331@email.com,2025-01-11,Padrão,Cancelado
333,Ana,user332@email.com,2024-10-27,Padrão,Ativo
334,Mariana,user333@email.com,2024-10-18,Premium,Ativo
335,Pedro,user334@email.com,2025-01-18,Premium,Ativo
336,Juliana,user335@email.com,2024-05-08,Premium,Ativo
337,Mariana,user336@email.com,2025-01-16,Padrão,Cancelado
338,Mariana,user337@email.com,2025-01-12,Básico,Cancelado
339,Carlos,user338@email.com,2024-11-30,Básico,Cancelado
340,Juliana,user339@email.com,2024-04-19,Premium,Cancelado
341,João,user340@email.com,2024-04-22,Premium,Cancelado
342,Ana,user341@email.com,2024-11-08,Básico,Ativo
343,Fernanda,user342@email.com,2024-07-13,Premium,Cancelado
344,Carlos,user343@email.com,2024-10-12,Básico,Cancelado
345,Fernanda,user344@email.com,2024-08-07,Premium,Cancelado
346,Ana,user345@email.com,2024-12-03,Padrão,Cancelado
347,João,user346@email.com,2025-03-29,Padrão,Ativo
348,Fernanda,user347@email.com,2024-12-20,Premium,Ativo
349,Fernanda,user348@email.com,2024-09-01,Padrão,Cancelado
350,Fernanda,user349@email.com,2024-04-15,Básico,Ativo
351,Mariana,user350@email.com,2024-11-15,Premium,Ativo
352,Fernanda,user351@email.com,2025-02-23,Premium,Ativo
353,Juliana,user352@email.com,2025-01-06,Básico,Cancelado
354,Fernanda,user353@email.com,2024-08-22,Básico,Cancelado
355,Lucas,user354@email.com,2024-10-08,Padrão,Ativo
356,Ana,user355@email.com,2024-04-19,Básico,Cancelado
357,Carlos,user356@email.com,2024-12-30,Premium,Ativo
358,Carlos,user357@email.com,2024-09-19,Básico,Ativo
359,Lucas,user358@email.com,2025-03-12,Básico,Ativo
360,Fernanda,user359@email.com,2024-04-07,Padrão,Ativo
361,Juliana,user360@email.com,2024-04-18,Padrão,Cancelado
362,Juliana,user361@email.com,2024-06-24,Premium,Cancelado
363,Juliana,user362@email.com,2025-03-09,Padrão,Cancelado
364,Mariana,user363@email.com,2024-04-12,Padrão,Cancelado
365,Lucas,user364@email.com,2025-01-26,Padrão,Ativo
366,Mariana,user365@email.com,2024-09-29,Básico,Ativo
367,Mariana,user366@email.com,2025-02-25,Premium,Ativo
368,Mariana,user367@email.com,2025-03-29,Premium,Ativo
369,Pedro,user368@email.com,2024-08-08,Premium,Cancelado
370,João,user369@email.com,2024-09-26,Premium,Cancelado
371,Carlos,user370@email.com,2025-03-23,Premium,Cancelado
372,Carlos,user371@email.com,2024-05-19,Básico,Ativo
373,Pedro,user372@email.com,2024-08-20,Básico,Cancelado
374,Fernanda,user373@email.com,2025-02-01,Padrão,Cancelado
375,Ana,user374@email.com,2025-03-05,Padrão,Ativo
376,Juliana,user375@email.com,2024-07-20,Básico,Ativo
377,Lucas,user376@email.com,2024-06-15,Premium,Ativo
378,Carlos,user377@email.com,2024-04-26,Premium,Cancelado
379,Lucas,user378@email.com,2025-03-20,Básico,Ativo
380,João,user379@email.com,2024-04-18,Básico,Cancelado
381,Juliana,user380@email.com,2025-01-01,Premium,Cancelado
382,Lucas,user381@email.com,2024-06-16,Premium,Cancelado
383,Lucas,user382@email.com,2024-08-26,Padrão,Cancelado
384,Carlos,user383@email.com,2024-07-13,Padrão,Ativo
385,Lucas,user384@email.com,2025-03-13,Padrão,Ativo
386,Mariana,user385@email.com,2024-10-06,Padrão,Cancelado
387,Mariana,user386@email.com,2024-06-29,Padrão,Cancelado
388,Pedro,user387@email.com,2024-11-25,Premium,Cancelado
389,Fernanda,user388@email.com,2025-01-13,Básico,Ativo
390,Lucas,user389@email.com,2024-08-23,Padrão,Ativo
391,Pedro,user390@email.com,2024-10-31,Básico,Cancelado
392,Mariana,user391@email.com,2024-12-03,Premium,Ativo
393,Pedro,user392@email.com,2025-02-23,Padrão,Ativo
394,Juliana,user393@email.com,2025-01-18,Padrão,Cancelado
395,Fernanda,user394@email.com,2024-08-16,Premium,Ativo
396,Pedro,user395@email.com,2024-06-03,Padrão,Ativo
397,João,user396@email.com,2025-01-29,Básico,Ativo
398,Ana,user397@email.com,2025-01-11,Premium,Ativo
399,Lucas,user398@email.com,2024-11-19,Padrão,Ativo
400,João,user399@email.com,2025-03-31,Padrão,Ativo
401,Mariana,user400@email.com,2025-02-23,Padrão,Cancelado
402,João,user401@email.com,2024-08-05,Premium,Ativo
403,João,user402@email.com,2024-05-18,Padrão,Ativo
404,Fernanda,user403@email.com,2024-06-22,Padrão,Ativo
405,Juliana,user404@email.com,2025-03-14,Padrão,Cancelado
406,Fernanda,user405@email.com,2025-03-31,Básico,Ativo
407,João,user406@email.com,2024-08-25,Premium,Cancelado
408,Ana,user407@email.com,2024-11-13,Premium,Cancelado
409,João,user408@email.com,2024-04-20,Premium,Cancelado
410,João,user409@email.com,2024-04-12,Premium,Cancelado
411,Ana,user410@email.com,2025-03-20,Premium,Ativo
412,Carlos,user411@email.com,2024-07-13,Básico,Cancelado
413,Mariana,user412@email.com,2025-01-29,Básico,Cancelado
414,Carlos,user413@email.com,2024-09-20,Premium,Ativo
415,Pedro,user414@email.com,2024-06-24,Premium,Cancelado
416,Ana,user415@email.com,2025-01-01,Premium,Ativo
417,João,user416@email.com,2025-03-29,Premium,Ativo
418,Juliana,user417@email.com,2024-11-15,Padrão,Ativo
419,João,user418@email.com,2024-10-23,Padrão,Ativo
420,Mariana,user419@email.com,2025-02-02,Básico,Ativo
421,Juliana,user420@email.com,2024-07-06,Básico,Ativo
422,Pedro,user421@email.com,2024-07-20,Padrão,Cancelado
423,Juliana,user422@email.com,2024-05-12,Premium,Ativo
424,Carlos,user423@email.com,2024-04-24,Premium,Ativo
425,Pedro,user424@email.com,2024-07-07,Premium,Ativo
426,Lucas,user425@email.com,2024-05-11,Premium,Ativo
427,Carlos,user426@email.com,2025-02-06,Básico,Cancelado
428,Mariana,user427@email.com,2024-08-09,Básico,Cancelado
429,Ana,user428@email.com,2024-09-04,Premium,Cancelado
430,Pedro,user429@email.com,2024-06-29,Básico,Ativo
431,Juliana,user430@email.com,2024-08-20,Padrão,Ativo
432,João,user431@email.com,2024-06-29,Básico,Cancelado
433,Pedro,user432@email.com,2025-03-09,Padrão,Cancelado
434,Juliana,user433@email.com,2024-10-02,Básico,Cancelado
435,Carlos,user434@email.com,2025-03-25,Premium,Cancelado
436,Mariana,user435@email.com,2024-07-19,Básico,Cancelado
437,Fernanda,user436@email.com,2024-10-12,Premium,Cancelado
438,Lucas,user437@email.com,2024-08-02,Padrão,Ativo
439,Mariana,user438@email.com,2024-11-10,Padrão,Ativo
440,Fernanda,user439@email.com,2024-04-11,Básico,Cancelado
441,Fernanda,user440@email.com,2024-09-03,Padrão,Ativo
442,Lucas,user441@email.com,2025-01-25,Premium,Ativo
443,João,user442@email.com,2024-07-17,Premium,Ativo
444,Juliana,user443@email.com,2024-06-07,Básico,Cancelado
445,Carlos,user444@email.com,2024-12-31,Premium,Ativo
446,Carlos,user445@email.com,2025-03-08,Básico,Ativo
447,Juliana,user446@email.com,2024-05-17,Básico,Ativo
448,João,user447@email.com,2024-04-21,Premium,Ativo
449,Lucas,user448@email.com,2024-09-07,Padrão,Cancelado
450,João,user449@email.com,2025-02-17,Padrão,Cancelado
451,Mariana,user450@email.com,2025-03-02,Básico,Cancelado
452,João,user451@email.com,2024-12-24,Básico,Cancelado
453,Lucas,user452@email.com,2024-06-01,Padrão,Cancelado
454,Ana,user453@email.com,2025-03-05,Premium,Ativo
455,Fernanda,user454@email.com,2024-04-09,Padrão,Cancelado
456,Pedro,user455@email.com,2025-02-22,Básico,Cancelado
457,Ana,user456@email.com,2024-10-15,Básico,Cancelado
458,João,user457@email.com,2024-06-30,Padrão,Cancelado
459,João,user458@email.com,2024-12-20,Básico,Cancelado
460,Ana,user459@email.com,2025-01-11,Padrão,Ativo
